id	name	field	before	after
f_36655	弓の達人ロビン	ability1	名人芸:射程+4、攻擊時、一次2本矢放。傷害対象士兵毒4炎上4賦予、2回合持續。弓矢系。	名人芸:射程+4、攻擊時、一次2本矢放。受傷士兵毒4炎上4獲得、2回合持續。弓矢系。
f_36655	弓の達人ロビン	ability3	首領:精霊:戰場内味方精霊士兵1體存在毎、攻擊力+1、HP+3。	Boss:精霊:戰場内味方精霊士兵1體存在毎、攻擊力+1、HP+3。
f_36655	弓の達人ロビン	ability4	森番人6:每回合、周囲1格狩人(3/7/4/弓矢)2體召喚。最大4體。捕食対象。	森番人6:每回合，周囲1格狩人(3/7/4/弓矢)2體召喚。最大4體。捕食目標。
f_36655	弓の達人ロビン	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:弓達人。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:弓達人。
f_18559	獅子王リヒャルダ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:獅子王。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:獅子王。
f_36625	鉄棒さん	ability1	恐:傷害対象士兵敵前逃亡賦予:攻擊不能。敵控制。2回合持續。	恐:受傷士兵敵前逃亡獲得:攻擊不能。敵控制。2回合持續。
f_36625	鉄棒さん	ability2	戦車:戰場内友方士兵1體存在毎、攻擊力+2。	戦車:戰場内友方士兵1體存在毎、攻擊+2。
f_36625	鉄棒さん	ability3	飼犬5:每回合、周囲1格狂乱(3/2/10/速歩/反撃/憤怒1)2體召喚。最大4體。捕食対象。	飼犬5:每回合，周囲1格狂乱(3/2/10/速歩/反撃/憤怒1)2體召喚。最大4體。捕食目標。
f_36625	鉄棒さん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:鉄棒。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:鉄棒。
f_36630	鉄棒しゃん	ability1	癒顔:周囲1格内停止敵士兵忘却賦予:全能力失。	癒顔:周囲1格内停止敵士兵忘却獲得:全能力失。
f_36630	鉄棒しゃん	ability4	太鼓名人5:每回合、周囲1格皮太鼓(3/0/15/壁/加速1)2體召喚。最大4體。捕食対象。	太鼓名人5:每回合，周囲1格皮太鼓(3/0/15/壁/加速1)2體召喚。最大4體。捕食目標。
f_36630	鉄棒しゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:鉄棒。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:鉄棒。
f_36582	カセットテープさん	ability2	絡:首次行動時、隨機友方士兵1體残酷運命賦予:行動結束時死亡。2回合持續。	絡:首次行動時、隨機友方士兵1體残酷運命獲得:行動結束時死亡。2回合持續。
f_36582	カセットテープさん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36589	體操服ちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:體操服。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:體操服。
f_36577	豚貯金箱ちゃん	ability1	反間:射程+2。弓矢系。傷害対象士兵買収賦予:敵控制、攻擊力+2。1回合持續。	反間:射程+2。弓矢系。受傷士兵買収獲得:敵控制、攻擊+2。1回合持續。
f_36577	豚貯金箱ちゃん	ability3	粉飾決算4:召喚時、全敵士兵安賦予:[自身攻擊力]0。4回合持續。	粉飾決算4:召喚時、全敵士兵安獲得:[自身攻擊力]0。4回合持續。
f_36577	豚貯金箱ちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:豚貯金箱。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:豚貯金箱。
f_36571	通学鞄ちゃん	ability3	力天使召喚:每回合、周囲1格内光力天使(1/4/2/天使/長槍/自己犠牲)1體召喚。最大1體。	力天使召喚:每回合，周囲1格内光力天使(1/4/2/天使/長槍/自己犠牲)1體召喚。最大1體。
f_36571	通学鞄ちゃん	ability4	青春3:每回合、隨機友方士兵1體絶対防御賦予:被物理傷害被魔法傷害0減免。3回合持續。	青春3:每回合，隨機友方士兵1體絶対防御獲得:被物理傷害被魔法傷害0減免。3回合持續。
f_36571	通学鞄ちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:通学鞄。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:通学鞄。
f_36595	復讐のポティ	ability1	貫通式連続魔法:射程+2。攻擊時、一次2回魔法攻擊。目標以及該後方1格敵士兵英雄攻擊。傷害対象次回合火炎傷害1。	貫通式連続魔法:射程+2。攻擊時、一次2回魔法攻擊。目標以及該後方1格敵士兵英雄攻擊。傷害目標次回合火炎傷害1。
f_36595	復讐のポティ	ability3	6:首次行動時、敵英雄1名牌庫人工南瓜(8/0/8/壁/獅子身中虫/加速2/大崩落8)6枚賦予。	6:首次行動時、敵英雄1名牌庫人工南瓜(8/0/8/壁/獅子身中虫/加速2/大崩落8)6枚獲得。
f_36595	復讐のポティ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:復讐。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:復讐。
f_36607	ラダマンティス	ability2	生贄祭祀:每回合、友方士兵1體生贄賦予:行動結束時死亡。生贄持續回合5。	生贄祭祀:每回合，友方士兵1體生贄獲得:行動結束時死亡。生贄持續回合5。
f_36607	ラダマンティス	ability4	全盛期4:召喚時、自身最強賦予:士兵對傷害與敵方致死傷害受到。4回合持續。	全盛期4:召喚時、自身最強獲得:士兵對傷害與敵方致死傷害受到。4回合持續。
f_36607	ラダマンティス	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36497	ランドグリーズⅡ	ability3	闘志2:傷害與時攻擊力+2。	闘志2:傷害與時攻擊+2。
f_36497	ランドグリーズⅡ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:Ⅱ。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:Ⅱ。
f_36491	ルシフェルEX	ability2	降注光20:每回合、隨機1名敵方士兵或英雄神聖傷害20與。敵方傷害減免無視。死亡士兵再生、回歸、骸骨不可。	降注光20:每回合，隨機1名敵方士兵或英雄神聖傷害20與。敵方傷害減免無視。死亡士兵再生、回歸、骸骨不可。
f_36491	ルシフェルEX	ability4	使役代償3:每回合、召喚者火炎傷害3。	使役代償3:每回合，召喚者火炎傷害3。
f_36491	ルシフェルEX	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:EX。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:EX。
f_36485	Pナイフちゃん	ability2	生贄祭祀:每回合、友方士兵1體生贄賦予:行動結束時死亡。生贄持續回合5。	生贄祭祀:每回合，友方士兵1體生贄獲得:行動結束時死亡。生贄持續回合5。
f_36485	Pナイフちゃん	ability4	使役代償3:每回合、召喚者火炎傷害3。	使役代償3:每回合，召喚者火炎傷害3。
f_36485	Pナイフちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:P。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:P。
f_36478	注射器ペンちゃん	ability2	滋養強壮:每回合、全友方士兵弱體状態解除。	滋養強壮:每回合，全友方士兵弱體状態解除。
f_36478	注射器ペンちゃん	ability4	使役代償3:每回合、召喚者火炎傷害3。	使役代償3:每回合，召喚者火炎傷害3。
f_36478	注射器ペンちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:注射器。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:注射器。
f_36467	ミルクチョコちゃん	ability1	伊達女:敵全獣人士兵盲目賦予:攻擊不能。	伊達女:敵全獣人士兵盲目獲得:攻擊不能。
f_36467	ミルクチョコちゃん	ability2	聖者聖句5:每回合、最多傷害受味方英雄5治療。	聖者聖句5:每回合，最多傷害受味方英雄5治療。
f_36467	ミルクチョコちゃん	ability3	聖者聖句5:每回合、最多傷害受味方英雄5治療。	聖者聖句5:每回合，最多傷害受味方英雄5治療。
f_36467	ミルクチョコちゃん	ability4	粋2:每回合、周囲1格内白黒（5/2/8/癒顔/疾駆/重甲4/聖療遺言4/命6:隣接）2體召喚。最大4體。	粋2:每回合，周囲1格内白黒（5/2/8/癒顔/疾駆/重甲4/聖療遺言4/命6:隣接）2體召喚。最大4體。
f_36467	ミルクチョコちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36461	しかけ絵本ちゃん	ability4	冥想:每回合、自分傷害99治療。	冥想:每回合，自分傷害99治療。
f_36461	しかけ絵本ちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:絵本。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:絵本。
f_36442	クリーナーちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36449	交換日記ちゃん	ability3	還:味方全獣人魔獣士兵野生賦予:移動力+2。2格移動攻擊力+1。行動終了後、元値返回。弓矢系傷害×2。	還:味方全獣人魔獣士兵野生獲得:移動力+2。2格移動攻擊+1。行動終了後、元値返回。弓矢系傷害×2。
f_36449	交換日記ちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:交換日記。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:交換日記。
f_36431	あぶらねんどちゃん	ability3	後退:射程内攻擊受到時、向後移動。攻擊範囲外移動若可、該攻擊回避可能。	後退:射程内攻擊受傷時、向後移動。攻擊範囲外移動若可、該攻擊回避可能。
f_36431	あぶらねんどちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36436	ゲーム電卓ちゃん	ability1	全敵士兵英雄攻擊。傷害対象攻擊不能。1回合持續。	全敵士兵英雄攻擊。傷害目標攻擊不能。1回合持續。
f_36436	ゲーム電卓ちゃん	ability3	薄魂3:每回合、神聖傷害3。	薄魂3:每回合，神聖傷害3。
f_36436	ゲーム電卓ちゃん	ability4	雷盾3:物理傷害受到時、攻擊者対雷傷害3與、同時無法行動。1回合持續。	雷盾3:物理傷害受傷時、攻擊者対雷傷害3與、同時無法行動，持續1回合。
f_36436	ゲーム電卓ちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:電卓。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:電卓。
f_36406	ちりとりちゃん	ability1	反撃:射程内攻擊受到時、反撃。	反撃:射程内攻擊受傷時、反撃。
f_36406	ちりとりちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36413	はたきちゃん	ability3	生贄祭祀:每回合、友方士兵1體生贄賦予:行動結束時死亡。生贄持續回合5。	生贄祭祀:每回合，友方士兵1體生贄獲得:行動結束時死亡。生贄持續回合5。
f_36413	はたきちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36388	鉄棒ちゃん	ability1	流血攻擊:傷害対象治療受。5回合持續。	流血攻擊:傷害目標治療受。5回合持續。
f_36388	鉄棒ちゃん	ability2	不倶戴天:友方士兵死亡時、攻擊力+1。	不倶戴天:友方士兵死亡時、攻擊+1。
f_36388	鉄棒ちゃん	ability4	遊具設置2:每回合、周囲1格内大型遊具（5/0/20/壁/通坊/3/焦眉）2體召喚。最大2體。	遊具設置2:每回合，周囲1格内大型遊具（5/0/20/壁/通坊/3/焦眉）2體召喚。最大2體。
f_36388	鉄棒ちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:鉄棒。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:鉄棒。
f_36401	レコードちゃん	ability2	全友方士兵一緒賦予:死亡時、隨機敵士兵1體倒。	全友方士兵一緒獲得:死亡時、隨機敵士兵1體倒。
f_36401	レコードちゃん	ability3	呪:傷害対象士兵呪賦予:傷害與時、自分自身[自身攻擊力]1回攻擊。1回合持續。	呪:受傷士兵呪獲得:傷害與時、自分自身[自身攻擊力]1回攻擊。1回合持續。
f_36401	レコードちゃん	ability4	死亡:敵士兵死亡時、攻擊力+2。	死亡:敵士兵死亡時、攻擊+2。
f_36401	レコードちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36425	ナディEX	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:EX。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:EX。
f_36419	モニカEX	ability3	不倶戴天:友方士兵死亡時、攻擊力+1。	不倶戴天:友方士兵死亡時、攻擊+1。
f_36419	モニカEX	ability4	闘志3:傷害與時攻擊力+3。	闘志3:傷害與時攻擊+3。
f_36419	モニカEX	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:EX。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:EX。
f_36376	ほうきちゃん	ability2	焦眉:周囲1格内停止敵士兵弱点暴露賦予:受到全傷害×2。	焦眉:周囲1格内停止敵士兵弱点暴露獲得:受到全傷害×2。
f_36376	ほうきちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36358	カレーライスちゃん	ability2	闘志2:傷害與時攻擊力+2。	闘志2:傷害與時攻擊+2。
f_36358	カレーライスちゃん	ability3	8:每回合、自身全友方士兵傷害8治療。	8:每回合，自身全友方士兵傷害8治療。
f_36358	カレーライスちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36364	ラインカーちゃん	ability3	友達召喚5:每回合、周囲1格内妖精球（4/8/8/友達/反撃/擊退4/雷閃/使役代償3）1體召喚。最大1體。	友達召喚5:每回合，周囲1格内妖精球（4/8/8/友達/反撃/擊退4/雷閃/使役代償3）1體召喚。最大1體。
f_36364	ラインカーちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36382	ヨーヨーちゃん	ability3	闘志2:傷害與時攻擊力+2。	闘志2:傷害與時攻擊+2。
f_36382	ヨーヨーちゃん	ability4	4:每回合、敵英雄1人遠距離傷害4。	4:每回合，敵英雄1人遠距離傷害4。
f_36382	ヨーヨーちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36334	金色折り紙ちゃん	ability2	挑発:優先的周囲1格後方敵士兵攻擊。周囲1格以内停止敵士兵挑発賦予:優先的周囲1格後方敵士兵攻擊。	挑発:優先的周囲1格後方敵士兵攻擊。周囲1格以内停止敵士兵挑発獲得:優先的周囲1格後方敵士兵攻擊。
f_36334	金色折り紙ちゃん	ability3	金盾:每回合、隨機友方士兵1體物理反射賦予。2回合持續。	金盾:每回合，隨機友方士兵1體物理反射獲得。2回合持續。
f_36334	金色折り紙ちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:金色折紙。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:金色折紙。
f_36328	銀色折り紙ちゃん	ability1	挑発:優先的周囲1格後方敵士兵攻擊。周囲1格以内停止敵士兵挑発賦予:優先的周囲1格後方敵士兵攻擊。	挑発:優先的周囲1格後方敵士兵攻擊。周囲1格以内停止敵士兵挑発獲得:優先的周囲1格後方敵士兵攻擊。
f_36328	銀色折り紙ちゃん	ability3	銀盾:每回合、隨機友方士兵1體魔法反射賦予。2回合持續。	銀盾:每回合，隨機友方士兵1體魔法反射獲得。2回合持續。
f_36328	銀色折り紙ちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:銀色折紙。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:銀色折紙。
f_36341	貞德EX	ability2	首領:異界:戰場内味方異界士兵1體存在毎、攻擊力+1、HP+3。	Boss:異界:戰場内味方異界士兵1體存在毎、攻擊力+1、HP+3。
f_36341	貞德EX	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:EX。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:EX。
f_36352	ヒュプノス	ability1	暗影波:射程+2。傷害対象士兵呪賦予:傷害與時、自分自身[自身攻擊力]1回攻擊。1回合持續。	暗影波:射程+2。受傷士兵呪獲得:傷害與時、自分自身[自身攻擊力]1回攻擊。1回合持續。
f_36352	ヒュプノス	ability2	冬眠:敵英雄場召喚士兵対、凍結賦予:移動不能。3回合持續。	冬眠:敵英雄場召喚士兵対、凍結獲得:移動不能。3回合持續。
f_36352	ヒュプノス	ability4	減速2:每回合、敵英雄準備欄内卡牌中隨機待機値+2。	減速2:每回合，敵英雄準備欄内卡牌中隨機待機値+2。
f_36352	ヒュプノス	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36316	ふでばこちゃん	ability1	烈風:射程+2、傷害対象後退2格。	烈風:射程+2、傷害目標後退2格。
f_36316	ふでばこちゃん	ability2	鋭爪3:敵英雄場召喚士兵対、全深手3賦予:全被傷害+3。5回合持續。	鋭爪3:敵英雄場召喚士兵対、全深手3獲得:全被傷害+3。5回合持續。
f_36316	ふでばこちゃん	ability3	高機能筆箱6:同列内全敵士兵衰弱6賦予:HP-6。同列内全友方士兵生命6賦予:HP+6。	高機能筆箱6:同列内全敵士兵衰弱6獲得:HP-6。同列内全友方士兵生命6獲得:HP+6。
f_36316	ふでばこちゃん	ability4	晶化皮膚5:物理傷害受到時、自身重甲5賦予。魔法傷害受到時、自身魔甲5賦予。1回合持續。	晶化皮膚5:物理傷害受傷時、自身重甲5獲得。魔法傷害受傷時、自身魔甲5獲得。1回合持續。
f_36316	ふでばこちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36322	独楽ちゃん	ability2	霊奏:每回合、隨機友方士兵1人弱體状態解除。	霊奏:每回合，隨機友方士兵1人弱體状態解除。
f_36322	独楽ちゃん	ability4	回転率UP8:首次行動時、全友方士兵回復8賦予:每回合、自分傷害8治療。3回合持續。	回転率UP8:首次行動時、全友方士兵回復8獲得:每回合，自分傷害8治療。3回合持續。
f_36322	独楽ちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:独楽。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:独楽。
f_36304	ものさしちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36310	顕微鏡ちゃん	ability1	射程+2、目標以及該十字内全敵士兵英雄攻擊。傷害対象次回合火炎傷害1。	射程+2、目標以及該十字内全敵士兵英雄攻擊。傷害目標次回合火炎傷害1。
f_36310	顕微鏡ちゃん	ability4	召精:每回合、周囲1格小妖精（1/1/1）一體召喚。	召精:每回合，周囲1格小妖精（1/1/1）一體召喚。
f_36310	顕微鏡ちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:顕微鏡。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:顕微鏡。
f_36286	Cテープちゃん	ability1	秘技縛:射程+7。敵方傷害減免無視。傷害対象士兵引寄、100%機率攻擊不能。2回合持續。弓矢系。	秘技縛:射程+7。敵方傷害減免無視。受傷士兵引寄、100%機率攻擊不能。2回合持續。弓矢系。
f_36286	Cテープちゃん	ability3	自己暗示2:召喚時、自身攻擊4賦予:攻擊力+4。3回合持續。	自己暗示2:召喚時、自身攻擊4獲得:攻擊力+4。3回合持續。
f_36286	Cテープちゃん	ability4	全深手3:傷害対象士兵全被傷害+3。5回合持續。	全深手3:受傷士兵全被傷害+3。5回合持續。
f_36286	Cテープちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:C。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:C。
f_36280	鉛筆Bちゃん	ability1	暗影波:射程+2。傷害対象士兵呪賦予:傷害與時、自分自身[自身攻擊力]1回攻擊。1回合持續。	暗影波:射程+2。受傷士兵呪獲得:傷害與時、自分自身[自身攻擊力]1回攻擊。1回合持續。
f_36280	鉛筆Bちゃん	ability2	士兵:每回合、敵英雄1人準備欄内全士兵卡牌待機値+99。	士兵:每回合，敵英雄1人準備欄内全士兵卡牌待機値+99。
